"","species"
"7013","Splendid Astrapia"
"7014","Ribbon-tailed Astrapia"
"7015","Princess Stephanie's Astrapia"
"7016","Huon Astrapia"
"7017","Western Parotia"
"7018","Queen Carola's Parotia"
"7019","Bronze Parotia"
"7020","Lawes's Parotia"
"7021","Eastern Parotia"
"7022","Wahnes's Parotia"
"7023","King of Saxony Bird-of-paradise"
"7024","Greater Lophorina"
"7025","Crescent-caped Lophorina"
"7026","Lesser Lophorina"
"7027","Paradise Riflebird"
"7028","Victoria's Riflebird"
"7029","Magnificent Riflebird"
"7030","Growling Riflebird"
"7031","Black Sicklebill"
"7032","Brown Sicklebill"
"7033","Black-billed Sicklebill"
"7034","Pale-billed Sicklebill"
"7035","Magnificent Bird-of-paradise"
"7036","Wilson's Bird-of-paradise"
"7037","King Bird-of-paradise"
"7038","Standardwing"
"7039","Twelve-wired Bird-of-paradise"
"7040","Greater Bird-of-paradise"
"7041","Raggiana Bird-of-paradise"
"7042","Lesser Bird-of-paradise"
"7043","Goldie's Bird-of-paradise"
"7044","Red Bird-of-paradise"
"7045","Emperor Bird-of-paradise"
"7046","Blue Bird-of-paradise"
"7047","White-faced Robin"
"7048","Pale-yellow Robin"
"7049","White-breasted Robin"
"7050","Eastern Yellow Robin"
"7051","Western Yellow Robin"
"7052","Banded Yellow Robin"
"7053","Hooded Robin"
"7054","Dusky Robin"
"7055","White-winged Robin"
"7056","Smoky Robin"
"7057","Slaty Robin"
"7058","White-rumped Robin"
"7059","Mangrove Robin"
"7060","Black-chinned Robin"
"7061","Black-sided Robin"
"7062","White-browed Robin"
"7063","Buff-sided Robin"
"7064","Black-throated Robin"
"7065","Ashy Robin"
"7066","Black-capped Robin"
"7067","Grey-headed Robin"
"7068","Papuan Scrub Robin"
"7069","Northern Scrub Robin"
"7070","Southern Scrub Robin"
"7071","Lemon-bellied Flyrobin"
"7072","Golden-bellied Flyrobin"
"7073","Jacky Winter"
"7074","Torrent Flyrobin"
"7075","Yellow-bellied Flyrobin"
"7076","Yellow-legged Flyrobin"
"7077","Olive Flyrobin"
"7078","Canary Flyrobin"
"7079","Garnet Robin"
"7080","Rose Robin"
"7081","Pink Robin"
"7082","Snow Mountain Robin"
"7083","Mountain Robin"
"7084","Flame Robin"
"7085","Solomons Robin"
"7086","Pacific Robin"
"7087","Norfolk Robin"
"7088","Scarlet Robin"
"7089","Red-capped Robin"
"7090","Tomtit"
"7091","North Island Robin"
"7092","South Island Robin"
"7093","Black Robin"
"7094","Green-backed Robin"
"7095","White-eyed Robin"
"7096","Greater Ground Robin"
"7097","Lesser Ground Robin"
"7098","White-necked Rockfowl"
"7099","Grey-necked Rockfowl"
"7100","Cape Rockjumper"
"7101","Drakensberg Rockjumper"
"7102","Rail-babbler"
"7103","Bohemian Waxwing"
"7104","Japanese Waxwing"
"7105","Cedar Waxwing"
"7106","Black-and-yellow Phainoptila"
"7107","Grey Silky-flycatcher"
"7108","Long-tailed Silky-flycatcher"
"7109","Phainopepla"
"7110","Grey Hypocolius"
"7111","Palmchat"
"7112","Kioea"
"7113","Kauai Oo"
"7114","Oahu Oo"
"7115","Bishop's Oo"
"7116","Hawaii Oo"
"7117","Hylocitrea"
"7118","Yellow-bellied Fantail"
"7119","Fairy Flycatcher"
"7120","Grey-headed Canary-flycatcher"
"7121","Citrine Canary-flycatcher"
"7122","African Blue Flycatcher"
"7123","White-tailed Blue Flycatcher"
"7124","Dusky Crested Flycatcher"
"7125","White-bellied Crested Flycatcher"
"7126","White-tailed Crested Flycatcher"
"7127","Fire-capped Tit"
"7128","Yellow-browed Tit"
"7129","Sultan Tit"
"7130","Rufous-naped Tit"
"7131","Rufous-vented Tit"
"7132","Coal Tit"
"7133","Yellow-bellied Tit"
"7134","Elegant Tit"
"7135","Palawan Tit"
"7136","European Crested Tit"
"7137","Grey Crested Tit"
"7138","Bridled Titmouse"
"7139","Oak Titmouse"
"7140","Juniper Titmouse"
"7141","Tufted Titmouse"
"7142","Black-crested Titmouse"
"7143","Varied Tit"
"7144","Owston's Tit"
"7145","Iriomote Tit"
"7146","Chestnut-bellied Tit"
"7147","White-fronted Tit"
"7148","White-browed Tit"
"7149","Sombre Tit"
"7150","Grey-headed Chickadee"
"7151","Chestnut-backed Chickadee"
"7152","Boreal Chickadee"
"7153","Mexican Chickadee"
"7154","Carolina Chickadee"
"7155","Black-capped Chickadee"
"7156","Mountain Chickadee"
"7157","Pere David's Tit"
"7158","Black-bibbed Tit"
"7159","Marsh Tit"
"7160","Sichuan Tit"
"7161","Caspian Tit"
"7162","Willow Tit"
"7163","African Blue Tit"
"7164","Eurasian Blue Tit"
"7165","Azure Tit"
"7166","Ground Tit"
"7167","Great Tit"
"7168","Japanese Tit"
"7169","Cinereous Tit"
"7170","Green-backed Tit"
"7171","White-naped Tit"
"7172","Yellow Tit"
"7173","Himalayan Black-lored Tit"
"7174","Indian Black-lored Tit"
"7175","Yellow-cheeked Tit"
"7176","White-shouldered Black Tit"
"7177","White-winged Black Tit"
"7178","Southern Black Tit"
"7179","Carp's Tit"
"7180","White-bellied Tit"
"7181","White-backed Black Tit"
"7182","Dusky Tit"
"7183","Rufous-bellied Tit"
"7184","Cinnamon-breasted Tit"
"7185","Red-throated Tit"
"7186","Stripe-breasted Tit"
"7187","Acacia Tit"
"7188","Miombo Tit"
"7189","Ashy Tit"
"7190","Grey Tit"
"7191","Eurasian Penduline Tit"
"7192","Black-headed Penduline Tit"
"7193","White-crowned Penduline Tit"
"7194","Chinese Penduline Tit"
"7195","Sennar Penduline Tit"
"7196","Yellow Penduline Tit"
"7197","Mouse-colored Penduline Tit"
"7198","Forest Penduline Tit"
"7199","Grey Penduline Tit"
"7200","Cape Penduline Tit"
"7201","Verdin"
"7202","Western Nicator"
"7203","Eastern Nicator"
"7204","Yellow-throated Nicator"
"7205","Bearded Reedling"
"7206","Greater Hoopoe-Lark"
"7207","Lesser Hoopoe-Lark"
"7208","Beesley's Lark"
"7209","Spike-heeled Lark"
"7210","Gray's Lark"
"7211","Short-clawed Lark"
"7212","Karoo Long-billed Lark"
"7213","Benguela Long-billed Lark"
"7214","Eastern Long-billed Lark"
"7215","Cape Long-billed Lark"
"7216","Agulhas Long-billed Lark"
"7217","Dusky Lark"
"7218","Rufous-rumped Lark"
"7219","Thick-billed Lark"
"7220","Desert Lark"
"7221","Bar-tailed Lark"
"7222","Rufous-tailed Lark"
"7223","Black-eared Sparrow-Lark"
"7224","Madagascar Lark"
"7225","Black-crowned Sparrow-Lark"
"7226","Chestnut-backed Sparrow-Lark"
"7227","Ashy-crowned Sparrow-Lark"
"7228","Chestnut-headed Sparrow-Lark"
"7229","Grey-backed Sparrow-Lark"
"7230","Fischer's Sparrow-Lark"
"7231","Sabota Lark"
"7232","Pink-breasted Lark"
"7233","Foxy Lark"
"7234","Fawn-colored Lark"
"7235","Karoo Lark"
"7236","Red Lark"
"7237","Dune Lark"
"7238","Barlow's Lark"
"7239","Rudd's Lark"
"7240","Archer's Lark"
"7241","Eastern Clapper Lark"
"7242","Cape Clapper Lark"
"7243","Red-winged Lark"
"7244","Rufous-naped Lark"
"7245","Flappet Lark"
"7246","Angolan Lark"
"7247","Williams's Lark"
"7248","Monotonous Lark"
"7249","Melodious Lark"
"7250","Horsfield's Bush Lark"
"7251","Singing Bush Lark"
"7252","Burmese Bush Lark"
"7253","Bengal Bush Lark"
"7254","Indochinese Bush Lark"
"7255","Indian Bush Lark"
"7256","Jerdon's Bush Lark"
"7257","Gillett's Lark"
"7258","Rusty Bush Lark"
"7259","Collared Lark"
"7260","Ash's Lark"
"7261","Somali Lark"
"7262","Friedmann's Lark"
"7263","Kordofan Lark"
"7264","White-tailed Lark"
"7265","Woodlark"
"7266","Obbia Lark"
"7267","Sclater's Lark"
"7268","Stark's Lark"
"7269","Short-tailed Lark"
"7270","Masked Lark"
"7271","Botha's Lark"
"7272","Pink-billed Lark"
"7273","White-winged Lark"
"7274","Raso Lark"
"7275","Oriental Skylark"
"7276","Eurasian Skylark"
"7277","Sykes's Lark"
"7278","Sun Lark"
"7279","Large-billed Lark"
"7280","Thekla's Lark"
"7281","Crested Lark"
"7282","Malabar Lark"
"7283","Maghreb Lark"
"7284","Horned Lark"
"7285","Temminck's Lark"
"7286","Hume's Short-toed Lark"
"7287","Mongolian Short-toed Lark"
"7288","Blanford's Lark"
"7289","Rufous-capped Lark"
"7290","Red-capped Lark"
"7291","Greater Short-toed Lark"
"7292","Bimaculated Lark"
"7293","Calandra Lark"
"7294","Black Lark"
"7295","Mongolian Lark"
"7296","Tibetan Lark"
"7297","Dupont's Lark"
"7298","Dunn's Lark"
"7299","Arabian Lark"
"7300","Athi Short-toed Lark"
"7301","Asian Short-toed Lark"
"7302","Somali Short-toed Lark"
"7303","Mediterranean Short-toed Lark"
"7304","Turkestan Short-toed Lark"
"7305","Sand Lark"
"7306","Sombre Greenbul"
"7307","Slender-billed Greenbul"
"7308","Golden Greenbul"
"7309","Black-collared Bulbul"
"7310","Red-tailed Bristlebill"
"7311","Green-tailed Bristlebill"
"7312","Grey-headed Bristlebill"
"7313","Yellow-lored Bristlebill"
"7314","Yellow-eyed Bristlebill"
"7315","Yellow-throated Leaflove"
"7316","Spotted Greenbul"
"7317","Swamp Palm Bulbul"
"7318","Joyful Greenbul"
"7319","Prigogine's Greenbul"
"7320","Falkenstein's Greenbul"
"7321","Yellow-bellied Greenbul"
"7322","Simple Greenbul"
"7323","Honeyguide Greenbul"
"7324","Sjöstedt's Greenbul"
"7325","Cameroon Greenbul"
"7326","Western Greenbul"
"7327","Kakamega Greenbul"
"7328","Shelley's Greenbul"
"7329","Uluguru Greenbul"
"7330","Black-browed Greenbul"
"7331","Yellow-throated Greenbul"
"7332","Olive-breasted Greenbul"
"7333","Mountain Greenbul"
"7334","Olive-headed Greenbul"
"7335","Stripe-faced Greenbul"
"7336","Stripe-cheeked Greenbul"
"7337","Western Bearded Greenbul"
"7338","Eastern Bearded Greenbul"
"7339","Red-tailed Greenbul"
"7340","White-bearded Greenbul"
"7341","Yellow-bearded Greenbul"
"7342","Little Greenbul"
"7343","Yellow-whiskered Greenbul"
"7344","Plain Greenbul"
"7345","Little Grey Greenbul"
"7346","Ansorge's Greenbul"
"7347","Lowland Tiny Greenbul"
"7348","Montane Tiny Greenbul"
"7349","White-throated Greenbul"
"7350","Xavier's Greenbul"
"7351","Icterine Greenbul"
"7352","Terrestrial Brownbul"
"7353","Cameroon Olive Greenbul"
"7354","Northern Brownbul"
"7355","Grey-olive Greenbul"
"7356","Fischer's Greenbul"
"7357","Cabanis's Greenbul"
"7358","Placid Greenbul"
"7359","Red-tailed Leaflove"
"7360","Sassi's Olive Greenbul"
"7361","Yellow-streaked Greenbul"
"7362","Sharpe's Greenbul"
"7363","Grey-headed Greenbul"
"7364","Toro Olive Greenbul"
"7365","Baumann's Olive Greenbul"
"7366","Pale-olive Greenbul"
"7367","Hairy-backed Bulbul"
"7368","Hook-billed Bulbul"
"7369","Yellow-bellied Bulbul"
"7370","Palawan Bulbul"
"7371","Grey-cheeked Bulbul"
"7372","Penan Bulbul"
"7373","Brown-cheeked Bulbul"
"7374","White-throated Bulbul"
"7375","Ochraceous Bulbul"
"7376","Puff-throated Bulbul"
"7377","Striated Bulbul"
"7378","Spot-necked Bulbul"
"7379","Finsch's Bulbul"
"7380","Sulphur-bellied Bulbul"
"7381","Olive Bulbul"
"7382","Buff-vented Bulbul"
"7383","Charlotte's Bulbul"
"7384","Cachar Bulbul"
"7385","Grey-eyed Bulbul"
"7386","Cream-striped Bulbul"
"7387","Ashy Bulbul"
"7388","Cinereous Bulbul"
"7389","Chestnut Bulbul"
"7390","Yellow-browed Bulbul"
"7391","Sumatran Bulbul"
"7392","Javan Bulbul"
"7393","Streaked Bulbul"
"7394","Mountain Bulbul"
"7395","Nicobar Bulbul"
"7396","Philippine Bulbul"
"7397","Mindoro Bulbul"
"7398","Streak-breasted Bulbul"
"7399","Seram Golden Bulbul"
"7400","Northern Golden Bulbul"
"7401","Buru Golden Bulbul"
"7402","Visayan Bulbul"
"7403","Yellowish Bulbul"
"7404","Camiguin Bulbul"
"7405","Zamboanga Bulbul"
"7406","Brown-eared Bulbul"
"7407","Reunion Bulbul"
"7408","Malagasy Bulbul"
"7409","Mauritius Bulbul"
"7410","White-headed Bulbul"
"7411","Black Bulbul"
"7412","Square-tailed Bulbul"
"7413","Grand Comoro Bulbul"
"7414","Moheli Bulbul"
"7415","Seychelles Bulbul"
"7416","Puff-backed Bulbul"
"7417","Black-and-white Bulbul"
"7418","Yellow-wattled Bulbul"
"7419","Grey-headed Bulbul"
"7420","Black-headed Bulbul"
"7421","Andaman Bulbul"
"7422","Blue-wattled Bulbul"
"7423","Spectacled Bulbul"
"7424","Grey-bellied Bulbul"
"7425","Scaly-breasted Bulbul"
"7426","Black-crested Bulbul"
"7427","Flame-throated Bulbul"
"7428","Black-capped Bulbul"
"7429","Ruby-throated Bulbul"
"7430","Bornean Bulbul"
"7431","Bare-faced Bulbul"
"7432","Crested Finchbill"
"7433","Collared Finchbill"
"7434","Cream-vented Bulbul"
"7435","Olive-winged Bulbul"
"7436","Asian Red-eyed Bulbul"
"7437","Straw-headed Bulbul"
"7438","Cream-eyed Bulbul"
"7439","Ashy-fronted Bulbul"
"7440","White-browed Bulbul"
"7441","Ayeyarwady Bulbul"
"7442","Streak-eared Bulbul"
"7443","Stripe-throated Bulbul"
"7444","Flavescent Bulbul"
"7445","Aceh Bulbul"
"7446","Orange-spotted Bulbul"
"7447","Pale-faced Bulbul"
"7448","Yellow-throated Bulbul"
"7449","Yellow-eared Bulbul"
"7450","Brown-breasted Bulbul"
"7451","Light-vented Bulbul"
"7452","Styan's Bulbul"
"7453","Red-whiskered Bulbul"
"7454","Yellow-vented Bulbul"
"7455","Red-vented Bulbul"
"7456","Sooty-headed Bulbul"
"7457","White-eared Bulbul"
"7458","Himalayan Bulbul"
"7459","White-spectacled Bulbul"
"7460","African Red-eyed Bulbul"
"7461","Common Bulbul"
"7462","Dodson's Bulbul"
"7463","Somali Bulbul"
"7464","Dark-capped Bulbul"
"7465","Cape Bulbul"
"7466","African River Martin"
"7467","White-eyed River Martin"
"7468","Square-tailed Saw-wing"
"7469","Black Saw-wing"
"7470","Fanti Saw-wing"
"7471","White-headed Saw-wing"
"7472","Mountain Saw-wing"
"7473","Banded Martin"
"7474","Brazza's Martin"
"7475","Mascarene Martin"
"7476","Congo Martin"
"7477","Sand Martin"
"7478","Pale Martin"
"7479","Brown-throated Martin"
"7480","Grey-throated Martin"
"7481","Tree Swallow"
"7482","Bahama Swallow"
"7483","Violet-green Swallow"
"7484","Golden Swallow"
"7485","White-rumped Swallow"
"7486","Chilean Swallow"
"7487","Tumbes Swallow"
"7488","Mangrove Swallow"
"7489","White-winged Swallow"
"7490","White-banded Swallow"
"7491","Black-capped Swallow"
"7492","White-thighed Swallow"
"7493","Blue-and-white Swallow"
"7494","Black-collared Swallow"
"7495","Tawny-headed Swallow"
"7496","Pale-footed Swallow"
"7497","Brown-bellied Swallow"
"7498","Andean Swallow"
"7499","Northern Rough-winged Swallow"
"7500","Southern Rough-winged Swallow"
"7501","Brown-chested Martin"
"7502","Peruvian Martin"
"7503","Galapagos Martin"
"7504","Purple Martin"
"7505","Southern Martin"
"7506","Grey-breasted Martin"
"7507","Sinaloa Martin"
"7508","Cuban Martin"
"7509","Caribbean Martin"
"7510","Grey-rumped Swallow"
"7511","White-backed Swallow"
"7512","Eurasian Crag Martin"
"7513","Pale Crag Martin"
"7514","Rock Martin"
"7515","Dusky Crag Martin"
"7516","Black-and-rufous Swallow"
"7517","Blue Swallow"
"7518","Pied-winged Swallow"
"7519","White-tailed Swallow"
"7520","Pearl-breasted Swallow"
"7521","Pacific Swallow"
"7522","Hill Swallow"
"7523","Welcome Swallow"
"7524","White-throated Swallow"
"7525","Wire-tailed Swallow"
"7526","White-bibbed Swallow"
"7527","Barn Swallow"
"7528","Angolan Swallow"
"7529","Red-chested Swallow"
"7530","Ethiopian Swallow"
"7531","Common House Martin"
"7532","Siberian House Martin"
"7533","Nepal House Martin"
"7534","Asian House Martin"
"7535","Red-breasted Swallow"
"7536","Mosque Swallow"
"7537","Lesser Striped Swallow"
"7538","Greater Striped Swallow"
"7539","Red-rumped Swallow"
"7540","West African Swallow"
"7541","Sri Lanka Swallow"
"7542","Striated Swallow"
"7543","Rufous-bellied Swallow"
"7544","Forest Swallow"
"7545","American Cliff Swallow"
"7546","Cave Swallow"
"7547","Chestnut-collared Swallow"
"7548","Preuss's Cliff Swallow"
"7549","Red-throated Cliff Swallow"
"7550","Red Sea Cliff Swallow"
"7551","South African Cliff Swallow"
"7552","Streak-throated Swallow"
"7553","Fairy Martin"
"7554","Tree Martin"
"7555","Scaly-breasted Cupwing"
"7556","Chinese Cupwing"
"7557","Taiwan Cupwing"
"7558","Nepal Cupwing"
"7559","Pygmy Cupwing"
"7560","Moustached Grass Warbler"
"7561","Cape Grassbird"
"7562","Rockrunner"
"7563","Yellow Longbill"
"7564","Kemp's Longbill"
"7565","Grey Longbill"
"7566","Pulitzer's Longbill"
"7567","Kretschmer's Longbill"
"7568","Northern Crombec"
"7569","Red-faced Crombec"
"7570","Philippa's Crombec"
"7571","Long-billed Crombec"
"7572","Somali Crombec"
"7573","Red-capped Crombec"
"7574","Green Crombec"
"7575","Lemon-bellied Crombec"
"7576","White-browed Crombec"
"7577","Victorin's Warbler"
"7578","Yellow-bellied Warbler"
"7579","Rufous-faced Warbler"
"7580","Black-faced Warbler"
"7581","Mountain Tailorbird"
"7582","Rufous-headed Tailorbird"
"7583","Broad-billed Warbler"
"7584","Philippine Bush Warbler"
"7585","Japanese Bush Warbler"
"7586","Manchurian Bush Warbler"
"7587","Palau Bush Warbler"
"7588","Tanimbar Bush Warbler"
"7589","Shade Bush Warbler"
"7590","Bougainville Bush Warbler"
"7591","Fiji Bush Warbler"
"7592","Brown-flanked Bush Warbler"
"7593","Hume's Bush Warbler"
"7594","Yellow-bellied Bush Warbler"
"7595","Sunda Bush Warbler"
"7596","Aberrant Bush Warbler"
"7597","Grey-bellied Tesia"
"7598","Slaty-bellied Tesia"
"7599","Russet-capped Tesia"
"7600","Javan Tesia"
"7601","Cetti's Warbler"
"7602","Chestnut-crowned Bush Warbler"
"7603","Grey-sided Bush Warbler"
"7604","Chestnut-headed Tesia"
"7605","Asian Stubtail"
"7606","Bornean Stubtail"
"7607","Timor Stubtail"
"7608","Pale-footed Bush Warbler"
"7609","Neumann's Warbler"
"7610","Streaked Scrub Warbler"
"7611","Little Yellow Flycatcher"
"7612","Chestnut-capped Flycatcher"
"7613","Livingstone's Flycatcher"
"7614","Green Hylia"
"7615","Tit Hylia"
"7616","Long-tailed Tit"
"7617","Silver-throated Bushtit"
"7618","White-cheeked Bushtit"
"7619","Black-throated Bushtit"
"7620","White-throated Bushtit"
"7621","Rufous-fronted Bushtit"
"7622","Black-browed Bushtit"
"7623","Burmese Bushtit"
"7624","Sooty Bushtit"
"7625","Pygmy Bushtit"
"7626","White-browed Tit-warbler"
"7627","Crested Tit-warbler"
"7628","American Bushtit"
"7629","Wood Warbler"
"7630","Western Bonelli's Warbler"
"7631","Eastern Bonelli's Warbler"
"7632","Buff-barred Warbler"
"7633","Ashy-throated Warbler"
"7634","Hume's Leaf Warbler"
"7635","Yellow-browed Warbler"
"7636","Brooks's Leaf Warbler"
"7637","Chinese Leaf Warbler"
"7638","Lemon-rumped Warbler"
"7639","Sichuan Leaf Warbler"
"7640","Gansu Leaf Warbler"
"7641","Pallas's Leaf Warbler"
"7642","Tytler's Leaf Warbler"
"7643","Yellow-streaked Warbler"
"7644","Radde's Warbler"
"7645","Sulphur-bellied Warbler"
"7646","Tickell's Leaf Warbler"
"7647","Smoky Warbler"
"7648","Dusky Warbler"
"7649","Plain Leaf Warbler"
"7650","Buff-throated Warbler"
"7651","Willow Warbler"
"7652","Mountain Chiffchaff"
"7653","Canary Islands Chiffchaff"
"7654","Common Chiffchaff"
"7655","Iberian Chiffchaff"
"7656","Eastern Crowned Warbler"
"7657","Ijima's Leaf Warbler"
"7658","Philippine Leaf Warbler"
"7659","Lemon-throated Leaf Warbler"
"7660","Yellow-throated Woodland Warbler"
"7661","Brown Woodland Warbler"
"7662","Red-faced Woodland Warbler"
"7663","Laura's Woodland Warbler"
"7664","Black-capped Woodland Warbler"
"7665","Uganda Woodland Warbler"
"7666","White-spectacled Warbler"
"7667","Grey-cheeked Warbler"
"7668","Green-crowned Warbler"
"7669","Grey-crowned Warbler"
"7670","Whistler's Warbler"
"7671","Bianchi's Warbler"
"7672","Alström's Warbler"
"7673","Martens's Warbler"
"7674","Green Warbler"
"7675","Two-barred Warbler"
"7676","Greenish Warbler"
"7677","Emei Leaf Warbler"
"7678","Large-billed Leaf Warbler"
"7679","Sakhalin Leaf Warbler"
"7680","Pale-legged Leaf Warbler"
"7681","Japanese Leaf Warbler"
"7682","Kamchatka Leaf Warbler"
"7683","Arctic Warbler"
"7684","Chestnut-crowned Warbler"
"7685","Sunda Warbler"
"7686","Yellow-breasted Warbler"
"7687","Limestone Leaf Warbler"
"7688","Sulphur-breasted Warbler"
"7689","Yellow-vented Warbler"
"7690","Western Crowned Warbler"
"7691","Blyth's Leaf Warbler"
"7692","Claudia's Leaf Warbler"
"7693","Hartert's Leaf Warbler"
"7694","Kloss's Leaf Warbler"
"7695","Hainan Leaf Warbler"
"7696","Davison's Leaf Warbler"
"7697","Grey-hooded Warbler"
"7698","Mountain Leaf Warbler"
"7699","Negros Leaf Warbler"
"7700","Timor Leaf Warbler"
"7701","Rote Leaf Warbler"
"7702","Makira Leaf Warbler"
"7703","Sulawesi Leaf Warbler"
"7704","Lompobattang Leaf Warbler"
"7705","Kolombangara Leaf Warbler"
"7706","Island Leaf Warbler"
"7707","Numfor Leaf Warbler"
"7708","Biak Leaf Warbler"
"7709","Grauer's Warbler"
"7710","Malagasy Brush Warbler"
"7711","Subdesert Brush Warbler"
"7712","Anjouan Brush Warbler"
"7713","Grand Comoro Brush Warbler"
"7714","Moheli Brush Warbler"
"7715","Aldabra Brush Warbler"
"7716","Basra Reed Warbler"
"7717","Cape Verde Warbler"
"7718","Greater Swamp Warbler"
"7719","Lesser Swamp Warbler"
"7720","Madagascar Swamp Warbler"
"7721","Seychelles Warbler"
"7722","Rodrigues Warbler"
"7723","Great Reed Warbler"
"7724","Oriental Reed Warbler"
"7725","Clamorous Reed Warbler"
"7726","Australian Reed Warbler"
"7727","Millerbird"
"7728","Nightingale Reed Warbler"
"7729","Saipan Reed Warbler"
